# Q =   100.0000
# x  F1Wp(LO) F1Wm(LO) F1Wp(NLO) F1Wm(NLO) F1Wp(NNLO) F1Wm(NNLO) F1Wp(N3LO) F1Wm(N3LO) F1Z(LO) F1Z(NLO) F1Z(NNLO) F1Z(N3LO)
  1.0000E-05  1.6825E+06  1.6826E+06 -2.6403E+05 -2.6402E+05 -3.7447E+04 -3.7445E+04 -3.7710E+03 -3.7712E+03  1.3604E+06 -2.2275E+05 -3.1596E+04 -3.1748E+03
  1.1220E-05  1.4424E+06  1.4425E+06 -2.2590E+05 -2.2589E+05 -3.2151E+04 -3.2150E+04 -3.2291E+03 -3.2293E+03  1.1657E+06 -1.9056E+05 -2.7126E+04 -2.7182E+03
  1.2589E-05  1.2363E+06  1.2363E+06 -1.9323E+05 -1.9322E+05 -2.7595E+04 -2.7594E+04 -2.7637E+03 -2.7638E+03  9.9859E+05 -1.6298E+05 -2.3280E+04 -2.3261E+03
  1.4125E-05  1.0594E+06  1.0595E+06 -1.6523E+05 -1.6523E+05 -2.3677E+04 -2.3676E+04 -2.3641E+03 -2.3643E+03  8.5525E+05 -1.3936E+05 -1.9973E+04 -1.9895E+03
  1.5849E-05  9.0762E+05  9.0767E+05 -1.4126E+05 -1.4125E+05 -2.0308E+04 -2.0307E+04 -2.0213E+03 -2.0215E+03  7.3233E+05 -1.1912E+05 -1.7130E+04 -1.7008E+03
  1.7783E-05  7.7742E+05  7.7747E+05 -1.2073E+05 -1.2072E+05 -1.7413E+04 -1.7412E+04 -1.7274E+03 -1.7275E+03  6.2693E+05 -1.0180E+05 -1.4686E+04 -1.4532E+03
  1.9953E-05  6.6575E+05  6.6580E+05 -1.0315E+05 -1.0315E+05 -1.4925E+04 -1.4924E+04 -1.4754E+03 -1.4755E+03  5.3657E+05 -8.6970E+04 -1.2587E+04 -1.2411E+03
  2.2387E-05  5.6999E+05  5.7004E+05 -8.8114E+04 -8.8108E+04 -1.2788E+04 -1.2787E+04 -1.2596E+03 -1.2597E+03  4.5913E+05 -7.4280E+04 -1.0783E+04 -1.0594E+03
  2.5119E-05  4.8789E+05  4.8794E+05 -7.5245E+04 -7.5239E+04 -1.0952E+04 -1.0952E+04 -1.0748E+03 -1.0749E+03  3.9278E+05 -6.3423E+04 -9.2350E+03 -9.0380E+02
  2.8184E-05  4.1753E+05  4.1757E+05 -6.4236E+04 -6.4230E+04 -9.3773E+03 -9.3767E+03 -9.1674E+02 -9.1683E+02  3.3593E+05 -5.4137E+04 -7.9060E+03 -7.7071E+02
  3.1623E-05  3.5723E+05  3.5727E+05 -5.4822E+04 -5.4817E+04 -8.0257E+03 -8.0251E+03 -7.8151E+02 -7.8159E+02  2.8724E+05 -4.6197E+04 -6.7658E+03 -6.5689E+02
  3.5481E-05  3.0556E+05  3.0560E+05 -4.6773E+04 -4.6768E+04 -6.8663E+03 -6.8658E+03 -6.6591E+02 -6.6598E+02  2.4555E+05 -3.9410E+04 -5.7878E+03 -5.5962E+02
  3.9811E-05  2.6131E+05  2.6135E+05 -3.9894E+04 -3.9889E+04 -5.8721E+03 -5.8717E+03 -5.6714E+02 -5.6721E+02  2.0985E+05 -3.3609E+04 -4.9492E+03 -4.7652E+02
  4.4668E-05  2.2341E+05  2.2345E+05 -3.4016E+04 -3.4011E+04 -5.0199E+03 -5.0195E+03 -4.8279E+02 -4.8286E+02  1.7930E+05 -2.8653E+04 -4.2305E+03 -4.0556E+02
  5.0119E-05  1.9096E+05  1.9100E+05 -2.8995E+04 -2.8990E+04 -4.2897E+03 -4.2894E+03 -4.1080E+02 -4.1086E+02  1.5316E+05 -2.4420E+04 -3.6147E+03 -3.4501E+02
  5.6234E-05  1.6319E+05  1.6322E+05 -2.4706E+04 -2.4703E+04 -3.6643E+03 -3.6639E+03 -3.4938E+02 -3.4944E+02  1.3080E+05 -2.0805E+04 -3.0873E+03 -2.9336E+02
  6.3096E-05  1.3942E+05  1.3945E+05 -2.1046E+04 -2.1042E+04 -3.1287E+03 -3.1284E+03 -2.9701E+02 -2.9707E+02  1.1167E+05 -1.7720E+04 -2.6357E+03 -2.4933E+02
  7.0795E-05  1.1908E+05  1.1911E+05 -1.7921E+04 -1.7918E+04 -2.6703E+03 -2.6700E+03 -2.5238E+02 -2.5243E+02  9.5310E+04 -1.5087E+04 -2.2493E+03 -2.1181E+02
  7.9433E-05  1.0168E+05  1.0171E+05 -1.5255E+04 -1.5252E+04 -2.2781E+03 -2.2779E+03 -2.1436E+02 -2.1440E+02  8.1328E+04 -1.2840E+04 -1.9187E+03 -1.7986E+02
  8.9125E-05  8.6803E+04  8.6833E+04 -1.2981E+04 -1.2978E+04 -1.9427E+03 -1.9425E+03 -1.8198E+02 -1.8203E+02  6.9377E+04 -1.0925E+04 -1.6359E+03 -1.5265E+02
  1.0000E-04  7.4083E+04  7.4111E+04 -1.1043E+04 -1.1040E+04 -1.6559E+03 -1.6557E+03 -1.5443E+02 -1.5447E+02  5.9167E+04 -9.2914E+03 -1.3943E+03 -1.2951E+02
  1.1220E-04  6.3210E+04  6.3237E+04 -9.3900E+03 -9.3873E+03 -1.4109E+03 -1.4107E+03 -1.3100E+02 -1.3103E+02  5.0445E+04 -7.8994E+03 -1.1877E+03 -1.0982E+02
  1.2589E-04  5.3918E+04  5.3945E+04 -7.9816E+03 -7.9791E+03 -1.2015E+03 -1.2014E+03 -1.1107E+02 -1.1110E+02  4.2996E+04 -6.7134E+03 -1.0114E+03 -9.3091E+01
  1.4125E-04  4.5980E+04  4.6005E+04 -6.7820E+03 -6.7796E+03 -1.0228E+03 -1.0226E+03 -9.4136E+01 -9.4165E+01  3.6637E+04 -5.7032E+03 -8.6075E+02 -7.8874E+01
  1.5849E-04  3.9199E+04  3.9224E+04 -5.7604E+03 -5.7582E+03 -8.7021E+02 -8.7008E+02 -7.9751E+01 -7.9778E+01  3.1209E+04 -4.8432E+03 -7.3223E+02 -6.6801E+01
  1.7783E-04  3.3410E+04  3.3433E+04 -4.8908E+03 -4.8887E+03 -7.4004E+02 -7.3993E+02 -6.7537E+01 -6.7562E+01  2.6577E+04 -4.1112E+03 -6.2260E+02 -5.6552E+01
