  0.08  0.977237221  0.00966913248
  0.08  0.954992586  0.00874723242
  0.08  0.933254301  0.00777152324
  0.08  0.912010839  0.00677410337
  0.08  0.891250938  0.00578082201
  0.08  0.87096359  0.00481186598
  0.08  0.851138038  0.00388241846
  0.08  0.831763771  0.00300334369
  0.08  0.812830516  0.00218186284
  0.08  0.794328235  0.00142219549
  0.08  0.776247117  0.000726149743
  0.08  0.758577575  9.36504481E-05
  0.08  0.741310241 -0.00047679936
  0.08  0.72443596 -0.000987724743
  0.08  0.707945784 -0.00144235053
  0.08  0.691830971 -0.00184433398
  0.08  0.676082975 -0.00219755261
  0.08  0.660693448 -0.00250594077
  0.08  0.645654229 -0.00277336791
  0.08  0.630957344 -0.00300355221
  0.08  0.616595002 -0.00320000286
  0.08  0.602559586 -0.00336598554
  0.08  0.588843655 -0.00350450584
  0.08  0.575439937 -0.00361830606
  0.08  0.562341325 -0.00370987194
  0.08  0.549540874 -0.00378144596
  0.08  0.537031796 -0.00383504481
  0.08  0.52480746 -0.00387247922
  0.08  0.512861384 -0.00389537443
  0.08  0.501187234 -0.00390519055
  0.08  0.489778819 -0.00390324172
  0.08  0.478630092 -0.00389071397
  0.08  0.467735141 -0.00386868123
  0.08  0.45708819 -0.00383811952
  0.08  0.446683592 -0.00379991935
  0.08  0.436515832 -0.00375489631
  0.08  0.426579519 -0.0037038002
  0.08  0.416869383 -0.00364732256
  0.08  0.407380278 -0.00358610311
  0.08  0.39810717 -0.0035207351
  0.08  0.389045145 -0.00345176968
  0.08  0.380189396 -0.00337971966
  0.08  0.371535229 -0.0033050626
  0.08  0.363078055 -0.00322824345
  0.08  0.354813389 -0.00314967683
  0.08  0.34673685 -0.00306974895
  0.08  0.338844156 -0.0029888194
  0.08  0.331131121 -0.00290722267
  0.08  0.323593657 -0.00282526959
  0.08  0.316227766 -0.00274324864
  0.08  0.309029543 -0.00266142717
  0.08  0.301995172 -0.00258005259
  0.08  0.295120923 -0.00249935343
