  0.09  0.000125892541 -0.0751578172
  0.09  9.99999998E-05 -0.076742403
  0.09  7.94328233E-05 -0.0781569286
  0.09  6.30957343E-05 -0.0793938998
  0.09  5.01187233E-05 -0.0804464589
  0.09  3.9810717E-05 -0.0813084375
  0.09  3.16227765E-05 -0.0819744275
  0.09  2.51188643E-05 -0.0824398752
  0.09  1.99526231E-05 -0.0827012047
  0.09  1.58489319E-05 -0.0827559798
  0.09  1.25892541E-05 -0.082603113
  0.09  9.99999998E-06 -0.0822431358
  0.09  7.94328233E-06 -0.0816785433
  0.09  6.30957343E-06 -0.0809142347
  0.09  5.01187233E-06 -0.0799580722
  0.09  3.9810717E-06 -0.0788215895
  0.09  3.16227765E-06 -0.0775208879
  0.09  2.51188643E-06 -0.0760777678
  0.09  1.99526231E-06 -0.0745211572
  0.09  1.58489319E-06 -0.0728889115
  0.09  1.25892541E-06 -0.0712300828
  0.09  9.99999997E-07 -0.069607777
  0.095  0.630957344 -0.000456664036
  0.095  0.501187234 -0.00134574595
  0.095  0.39810717 -0.00200318134
  0.095  0.316227766 -0.00216205205
  0.095  0.251188643 -0.00195772771
  0.095  0.199526231 -0.00171039524
  0.095  0.158489319 -0.00172324282
  0.095  0.125892541 -0.00219065249
  0.095  0.1 -0.00318836779
  0.095  0.0794328234 -0.00470250742
  0.095  0.0630957344 -0.0066672803
  0.095  0.0501187233 -0.00899642312
  0.095  0.039810717 -0.011603972
  0.095  0.0316227766 -0.0144152838
  0.095  0.0251188643 -0.0173710338
  0.095  0.0199526231 -0.0204269557
  0.095  0.0158489319 -0.0235514623
  0.095  0.0125892541 -0.0267225524
  0.095  0.00999999999 -0.0299248093
  0.095  0.00794328234 -0.0331468737
  0.095  0.00630957344 -0.0363795133
  0.095  0.00501187233 -0.0396142669
  0.095  0.0039810717 -0.0428425772
  0.095  0.00316227766 -0.0460553021
  0.095  0.00251188643 -0.0492425015
  0.095  0.00199526231 -0.0523934113
  0.095  0.00158489319 -0.0554965332
  0.095  0.00125892541 -0.0585397886
  0.095  0.000999999999 -0.0615106996
  0.095  0.000794328234 -0.0643965723
  0.095  0.000630957344 -0.0671846682
  0.095  0.000501187233 -0.0698623544
  0.095  0.00039810717 -0.07241723
  0.095  0.000316227766 -0.0748372287
  0.095  0.000251188643 -0.0771107
  0.095  0.000199526231 -0.079226471
  0.095  0.000158489319 -0.081173894
  0.095  0.000125892541 -0.0829428846
  0.095  9.99999998E-05 -0.0845239524
  0.095  7.94328233E-05 -0.085908232
  0.095  6.30957343E-05 -0.0870875157
  0.095  5.01187233E-05 -0.0880542947
  0.095  3.9810717E-05 -0.0888018129
  0.095  3.16227765E-05 -0.0893241386
  0.095  2.51188643E-05 -0.0896162604
  0.095  1.99526231E-05 -0.0896742152
  0.095  1.58489319E-05 -0.089495255
  0.095  1.25892541E-05 -0.0890780661
  0.095  9.99999998E-06 -0.0884230506
  0.095  7.94328233E-06 -0.0875326881
  0.095  6.30957343E-06 -0.0864119984
  0.095  5.01187233E-06 -0.0850691287
  0.095  3.9810717E-06 -0.0835160986
  0.095  3.16227765E-06 -0.0817697436
  0.095  2.51188643E-06 -0.0798529054
  0.095  1.99526231E-06 -0.0777959356
  0.095  1.58489319E-06 -0.0756385901
  0.095  1.25892541E-06 -0.0734324168
  0.095  9.99999997E-07 -0.0712437634
  0.1  0.630957344 -0.00049714977
  0.1  0.501187234 -0.00143204178
  0.1  0.39810717 -0.00209293515
  0.1  0.316227766 -0.00222007419
  0.1  0.251188643 -0.0019891011
  0.1  0.199526231 -0.00176304808
  0.1  0.158489319 -0.00187230838
  0.1  0.125892541 -0.00251931741
  0.1  0.1 -0.00377303103
  0.1  0.0794328234 -0.0056044109
  0.1  0.0630957344 -0.00792975407
  0.1  0.0501187233 -0.0106458643
  0.1  0.039810717 -0.0136527513
  0.1  0.0316227766 -0.0168652575
  0.1  0.0251188643 -0.0202168589
  0.1  0.0199526231 -0.0236588209
  0.1  0.0158489319 -0.0271571177
  0.1  0.0125892541 -0.0306886776
  0.1  0.00999999999 -0.034237832
  0.1  0.00794328234 -0.03779337
  0.1  0.00630957344 -0.0413463153
  0.1  0.00501187233 -0.0448883833
  0.1  0.0039810717 -0.048411007
  0.1  0.00316227766 -0.0519048021
  0.1  0.00251188643 -0.0553593476
  0.1  0.00199526231 -0.0587631789
  0.1  0.00158489319 -0.0621039115
  0.1  0.00125892541 -0.0653684354
  0.1  0.000999999999 -0.0685431374
  0.1  0.000794328234 -0.0716141241
  0.1  0.000630957344 -0.0745674289
  0.1  0.000501187233 -0.0773891921
  0.1  0.00039810717 -0.0800658131
  0.1  0.000316227766 -0.0825840732
  0.1  0.000251188643 -0.0849312323
  0.1  0.000199526231 -0.0870951025
  0.1  0.000158489319 -0.0890641046
  0.1  0.000125892541 -0.0908273112
  0.1  9.99999998E-05 -0.0923744817
  0.1  7.94328233E-05 -0.0936960949
  0.1  6.30957343E-05 -0.0947833829
  0.1  5.01187233E-05 -0.0956283729
  0.1  3.9810717E-05 -0.0962239409
  0.1  3.16227765E-05 -0.096563884
  0.1  2.51188643E-05 -0.0966430174
  0.1  1.99526231E-05 -0.0964573045
  0.1  1.58489319E-05 -0.0960040278
  0.1  1.25892541E-05 -0.0952820134
  0.1  9.99999998E-06 -0.0942919214
  0.1  7.94328233E-06 -0.0930366203
  0.1  6.30957343E-06 -0.0915216662
  0.1  5.01187233E-06 -0.0897559129
  0.1  3.9810717E-06 -0.0877522883
  0.1  3.16227765E-06 -0.0855287769
  0.1  2.51188643E-06 -0.0831096638
  0.1  1.99526231E-06 -0.0805271051
  0.1  1.58489319E-06 -0.0778231107
  0.1  1.25892541E-06 -0.0750520433
  0.1  9.99999997E-07 -0.0722837698
  0.105  0.630957344 -0.000538862292
  0.105  0.501187234 -0.00152049219
  0.105  0.39810717 -0.00218428686
  0.105  0.316227766 -0.00227938829
  0.105  0.251188643 -0.00202458636
  0.105  0.199526231 -0.00182802312
  0.105  0.158489319 -0.00204812479
  0.105  0.125892541 -0.00289483641
  0.105  0.1 -0.00442888206
  0.105  0.0794328234 -0.00660424509
  0.105  0.0630957344 -0.00931751618
  0.105  0.0501187233 -0.0124470408
  0.105  0.039810717 -0.0158776499
  0.105  0.0316227766 -0.0195128986
  0.105  0.0251188643 -0.0232786247
  0.105  0.0199526231 -0.0271214492
  0.105  0.0158489319 -0.0310049222
  0.105  0.0125892541 -0.034905041
  0.105  0.00999999999 -0.0388060968
  0.105  0.00794328234 -0.0426972733
  0.105  0.00630957344 -0.0465701043
  0.105  0.00501187233 -0.0504167279
  0.105  0.0039810717 -0.0542287977
  0.105  0.00316227766 -0.057996899
  0.105  0.00251188643 -0.0617103233
  0.105  0.00199526231 -0.0653570842
  0.105  0.00158489319 -0.068924078
  0.105  0.00125892541 -0.0723973226
  0.105  0.000999999999 -0.0757622245
  0.105  0.000794328234 -0.0790038447
  0.105  0.000630957344 -0.0821071426
  0.105  0.000501187233 -0.0850571893
  0.105  0.00039810717 -0.0878393461
  0.105  0.000316227766 -0.0904394087
  0.105  0.000251188643 -0.0928437205
  0.105  0.000199526231 -0.095039259
  0.105  0.000158489319 -0.0970137018
  0.105  0.000125892541 -0.098755476
  0.105  9.99999998E-05 -0.100253798
  0.105  7.94328233E-05 -0.101498708
  0.105  6.30957343E-05 -0.102481108
  0.105  5.01187233E-05 -0.1031928
  0.105  3.9810717E-05 -0.103626543
  0.105  3.16227765E-05 -0.103776117
  0.105  2.51188643E-05 -0.103636426
  0.105  1.99526231E-05 -0.103203615
  0.105  1.58489319E-05 -0.102475239
  0.105  1.25892541E-05 -0.101450475
  0.105  9.99999998E-06 -0.100130403
  0.105  7.94328233E-06 -0.098518366
  0.105  6.30957343E-06 -0.0966204244
  0.105  5.01187233E-06 -0.0944459446
  0.105  3.9810717E-06 -0.0920083409
  0.105  3.16227765E-06 -0.0893260187
  0.105  2.51188643E-06 -0.0864235678
  0.105  1.99526231E-06 -0.0833332728
  0.105  1.58489319E-06 -0.0800970212
  0.105  1.25892541E-06 -0.0767687143
  0.105  9.99999997E-07 -0.0734173116
  0.11  0.630957344 -0.00058272094
  0.11  0.501187234 -0.00161323257
  0.11  0.39810717 -0.00228122241
  0.11  0.316227766 -0.00234610013
  0.11  0.251188643 -0.00207192211
  0.11  0.199526231 -0.00191344173
  0.11  0.158489319 -0.00225749453
  0.11  0.125892541 -0.00332096978
  0.11  0.1 -0.00515527224
  0.11  0.0794328234 -0.00769617821
  0.11  0.0630957344 -0.0108194448
  0.11  0.0501187233 -0.0143840414
  0.11  0.039810717 -0.018258926
  0.11  0.0316227766 -0.0223358623
  0.11  0.0251188643 -0.026532685
  0.11  0.0199526231 -0.0307910976
  0.11  0.0158489319 -0.0350720048
  0.11  0.0125892541 -0.0393502793
  0.11  0.00999999999 -0.043609989
  0.11  0.00794328234 -0.047840531
  0.11  0.00630957344 -0.0520337662
  0.11  0.00501187233 -0.0561820688
  0.11  0.0039810717 -0.0602771233
  0.11  0.00316227766 -0.0643092913
  0.11  0.00251188643 -0.0682673819
  0.11  0.00199526231 -0.0721386886
  0.11  0.00158489319 -0.0759091879
  0.11  0.00125892541 -0.0795638203
  0.11  0.000999999999 -0.0830868012
  0.11  0.000794328234 -0.0864619258
  0.11  0.000630957344 -0.0896728462
  0.11  0.000501187233 -0.0927033109
  0.11  0.00039810717 -0.0955373611
  0.11  0.000316227766 -0.098159485
  0.11  0.000251188643 -0.100554733
  0.11  0.000199526231 -0.102708798
  0.11  0.000158489319 -0.10460807
  0.11  0.000125892541 -0.106239659
  0.11  9.99999998E-05 -0.107591412
  0.11  7.94328233E-05 -0.108651902
  0.11  6.30957343E-05 -0.109410423
  0.11  5.01187233E-05 -0.109856969
  0.11  3.9810717E-05 -0.109982219
  0.11  3.16227765E-05 -0.109777519
  0.11  2.51188643E-05 -0.109234875
  0.11  1.99526231E-05 -0.108346955
  0.11  1.58489319E-05 -0.107107104
  0.11  1.25892541E-05 -0.10550938
  0.11  9.99999998E-06 -0.103548619
  0.11  7.94328233E-06 -0.101220527
  0.11  6.30957343E-06 -0.098521822
  0.11  5.01187233E-06 -0.0954504335
  0.11  3.9810717E-06 -0.0920057713
  0.11  3.16227765E-06 -0.0881890931
  0.11  2.51188643E-06 -0.0840039945
  0.11  1.99526231E-06 -0.0794570573
  0.11  1.58489319E-06 -0.0745587033
  0.11  1.25892541E-06 -0.0693243118
  0.11  9.99999997E-07 -0.0637756774
  0.115  0.630957344 -0.000627008862
  0.115  0.501187234 -0.00170626727
  0.115  0.39810717 -0.00237697395
  0.115  0.316227766 -0.00241116682
  0.115  0.251188643 -0.0021214629
  0.115  0.199526231 -0.00201153036
  0.115  0.158489319 -0.00249711959
  0.115  0.125892541 -0.00380096969
  0.115  0.1 -0.00596310826
  0.115  0.0794328234 -0.00889874714
  0.115  0.0630957344 -0.012460644
  0.115  0.0501187233 -0.0164866915
  0.115  0.039810717 -0.0208288311
  0.115  0.0316227766 -0.0253664215
  0.115  0.0251188643 -0.0300091197
  0.115  0.0199526231 -0.0346938624
  0.115  0.0158489319 -0.0393792793
  0.115  0.0125892541 -0.0440396149
  0.115  0.00999999999 -0.0486592684
  0.115  0.00794328234 -0.053228414
  0.115  0.00630957344 -0.0577397825
  0.115  0.00501187233 -0.062186489
  0.115  0.0039810717 -0.0665607101
  0.115  0.00316227766 -0.070853002
  0.115  0.00251188643 -0.0750520712
  0.115  0.00199526231 -0.0791448414
  0.115  0.00158489319 -0.0831166982
  0.115  0.00125892541 -0.0869518244
  0.115  0.000999999999 -0.0906335641
  0.115  0.000794328234 -0.0941447797
  0.115  0.000630957344 -0.0974681756
  0.115  0.000501187233 -0.100586579
  0.115  0.00039810717 -0.103483172
  0.115  0.000316227766 -0.10614168
  0.115  0.000251188643 -0.108546511
  0.115  0.000199526231 -0.110682868
  0.115  0.000158489319 -0.112536824
  0.115  0.000125892541 -0.114095382
  0.115  9.99999998E-05 -0.115346509
  0.115  7.94328233E-05 -0.116279179
  0.115  6.30957343E-05 -0.116883395
  0.115  5.01187233E-05 -0.117150232
  0.115  3.9810717E-05 -0.117071885
  0.115  3.16227765E-05 -0.116641736
  0.115  2.51188643E-05 -0.115854452
  0.115  1.99526231E-05 -0.114706115
  0.115  1.58489319E-05 -0.113194406
  0.115  1.25892541E-05 -0.111318837
  0.115  9.99999998E-06 -0.109081077
  0.115  7.94328233E-06 -0.106485353
  0.115  6.30957343E-06 -0.103538988
  0.115  5.01187233E-06 -0.100253079
  0.115  3.9810717E-06 -0.0966433702
  0.115  3.16227765E-06 -0.0927313592
  0.115  2.51188643E-06 -0.0885457049
  0.115  1.99526231E-06 -0.0841240078
  0.115  1.58489319E-06 -0.0795150617
  0.115  1.25892541E-06 -0.0747816978
  0.115  9.99999997E-07 -0.0700043723
  0.12  0.630957344 -0.000673658161
  0.12  0.501187234 -0.00180434549
  0.12  0.39810717 -0.00248020319
  0.12  0.316227766 -0.00248712456
  0.12  0.251188643 -0.00218801805
  0.12  0.199526231 -0.00213658236
  0.12  0.158489319 -0.00277762943
  0.12  0.125892541 -0.00433912803
  0.12  0.1 -0.0068486953
  0.12  0.0794328234 -0.0101998299
  0.12  0.0630957344 -0.0142212108
  0.12  0.0501187233 -0.0187287298
  0.12  0.039810717 -0.0235565669
  0.12  0.0316227766 -0.0285710975
  0.12  0.0251188643 -0.0336733641
  0.12  0.0199526231 -0.0387952136
  0.12  0.0158489319 -0.0438927629
  0.12  0.0125892541 -0.0489394546
  0.12  0.00999999999 -0.0539198911
  0.12  0.00794328234 -0.0588249288
  0.12  0.00630957344 -0.0636480987
  0.12  0.00501187233 -0.0683832078
  0.12  0.0039810717 -0.0730228948
  0.12  0.00316227766 -0.0775579
  0.12  0.00251188643 -0.0819768372
  0.12  0.00199526231 -0.0862662924
  0.12  0.00158489319 -0.0904111161
  0.12  0.00125892541 -0.0943948107
  0.12  0.000999999999 -0.0981999486
  0.12  0.000794328234 -0.101808575
  0.12  0.000630957344 -0.105202574
  0.12  0.000501187233 -0.10836398
  0.12  0.00039810717 -0.111275235
  0.12  0.000316227766 -0.113919392
  0.12  0.000251188643 -0.116280268
  0.12  0.000199526231 -0.118342559
  0.12  0.000158489319 -0.120091915
  0.12  0.000125892541 -0.121514991
  0.12  9.99999998E-05 -0.122599489
  0.12  7.94328233E-05 -0.123334175
  0.12  6.30957343E-05 -0.123708907
  0.12  5.01187233E-05 -0.123714663
  0.12  3.9810717E-05 -0.123343581
  0.12  3.16227765E-05 -0.122589024
  0.12  2.51188643E-05 -0.12144567
  0.12  1.99526231E-05 -0.119909642
  0.12  1.58489319E-05 -0.117978694
  0.12  1.25892541E-05 -0.115652453
  0.12  9.99999998E-06 -0.112932747
  0.12  7.94328233E-06 -0.109824032
  0.12  6.30957343E-06 -0.106333949
  0.12  5.01187233E-06 -0.102474034
  0.12  3.9810717E-06 -0.098260629
  0.12  3.16227765E-06 -0.0937160461
  0.12  2.51188643E-06 -0.0888700353
  0.12  1.99526231E-06 -0.0837616494
  0.12  1.58489319E-06 -0.0784415979
  0.12  1.25892541E-06 -0.0729752188
  0.12  9.99999997E-07 -0.067446225
  0.125  0.630957344 -0.000720532734
  0.125  0.501187234 -0.00190176914
  0.125  0.39810717 -0.00258004417
  0.125  0.316227766 -0.00255817662
  0.125  0.251188643 -0.00225345434
  0.125  0.199526231 -0.00227224302
  0.125  0.158489319 -0.00308869677
  0.125  0.125892541 -0.00493435699
  0.125  0.1 -0.00782175242
  0.125  0.0794328234 -0.011619821
  0.125  0.0630957344 -0.0161307033
  0.125  0.0501187233 -0.021146475
  0.125  0.039810717 -0.0264824219
  0.125  0.0316227766 -0.0319914022
  0.125  0.0251188643 -0.0375657735
  0.125  0.0199526231 -0.0431325445
  0.125  0.0158489319 -0.0486457693
  0.125  0.0125892541 -0.0540786369
  0.125  0.00999999999 -0.0594165251
  0.125  0.00794328234 -0.0646515177
  0.125  0.00630957344 -0.0697784293
  0.125  0.00501187233 -0.0747921625
  0.125  0.0039810717 -0.079686131
  0.125  0.00316227766 -0.0844514804
  0.125  0.00251188643 -0.0890768648
  0.125  0.00199526231 -0.0935485836
  0.125  0.00158489319 -0.09785093
  0.125  0.00125892541 -0.101966644
  0.125  0.000999999999 -0.105877392
  0.125  0.000794328234 -0.109564234
  0.125  0.000630957344 -0.113008043
  0.125  0.000501187233 -0.116189861
  0.125  0.00039810717 -0.1190912
  0.125  0.000316227766 -0.121694276
  0.125  0.000251188643 -0.123982193
  0.125  0.000199526231 -0.125939075
  0.125  0.000158489319 -0.127550165
  0.125  0.000125892541 -0.128801891
  0.125  9.99999998E-05 -0.129681919
  0.125  7.94328233E-05 -0.130179192
  0.125  6.30957343E-05 -0.130283964
  0.125  5.01187233E-05 -0.129987846
  0.125  3.9810717E-05 -0.129283864
  0.125  3.16227765E-05 -0.12816654
  0.125  2.51188643E-05 -0.126632006
  0.125  1.99526231E-05 -0.124678162
  0.125  1.58489319E-05 -0.122304887
  0.125  1.25892541E-05 -0.119514319
  0.125  9.99999998E-06 -0.116311227
  0.125  7.94328233E-06 -0.112703486
  0.125  6.30957343E-06 -0.108702689
  0.125  5.01187233E-06 -0.104324926
  0.125  3.9810717E-06 -0.0995917731
  0.125  3.16227765E-06 -0.0945315393
  0.125  2.51188643E-06 -0.0891808436
  0.125  1.99526231E-06 -0.0835865936
  0.125  1.58489319E-06 -0.0778084758
  0.125  1.25892541E-06 -0.0719220814
  0.125  9.99999997E-07 -0.0660228328
  0.13  0.630957344 -0.000770349718
  0.13  0.501187234 -0.00200627197
  0.13  0.39810717 -0.0026917684
  0.13  0.316227766 -0.00264677201
  0.13  0.251188643 -0.00234359181
  0.13  0.199526231 -0.00244193985
  0.13  0.158489319 -0.00344570621
  0.13  0.125892541 -0.0055899553
  0.13  0.1 -0.00887162543
  0.13  0.0794328234 -0.0131342557
  0.13  0.0630957344 -0.0181524506
  0.13  0.0501187233 -0.0236934812
  0.13  0.039810717 -0.0295528753
  0.13  0.0316227766 -0.0355692916
  0.13  0.0251188643 -0.0416259075
  0.13  0.0199526231 -0.047644562
  0.13  0.0158489319 -0.0535770439
  0.13  0.0125892541 -0.0593961823
  0.13  0.00999999999 -0.0650880971
  0.13  0.00794328234 -0.0706461234
  0.13  0.00630957344 -0.0760664355
  0.13  0.00501187233 -0.0813451577
  0.13  0.0039810717 -0.0864766594
  0.13  0.00316227766 -0.0914527281
  0.13  0.00251188643 -0.0962623521
  0.13  0.00199526231 -0.100891894
  0.13  0.00158489319 -0.105325494
  0.13  0.00125892541 -0.109545573
  0.13  0.000999999999 -0.113533375
  0.13  0.000794328234 -0.117269474
  0.13  0.000630957344 -0.12073423
  0.13  0.000501187233 -0.123908182
  0.13  0.00039810717 -0.126772363
  0.13  0.000316227766 -0.129308543
  0.13  0.000251188643 -0.131499421
  0.13  0.000199526231 -0.13332875
  0.13  0.000158489319 -0.134781433
  0.13  0.000125892541 -0.135843577
  0.13  9.99999998E-05 -0.136502525
  0.13  7.94328233E-05 -0.136746886
  0.13  6.30957343E-05 -0.136566544
  0.13  5.01187233E-05 -0.135952688
  0.13  3.9810717E-05 -0.134897846
  0.13  3.16227765E-05 -0.133395945
  0.13  2.51188643E-05 -0.131442404
  0.13  1.99526231E-05 -0.129034266
  0.13  1.58489319E-05 -0.126170391
  0.13  1.25892541E-05 -0.122851708
  0.13  9.99999998E-06 -0.119081566
  0.13  7.94328233E-06 -0.114866185
  0.13  6.30957343E-06 -0.11021525
  0.13  5.01187233E-06 -0.105142666
  0.13  3.9810717E-06 -0.0996675398
  0.13  3.16227765E-06 -0.093815414
  0.13  2.51188643E-06 -0.0876198483
  0.13  1.99526231E-06 -0.0811244151
  0.13  1.58489319E-06 -0.0743852262
  0.13  1.25892541E-06 -0.0674741244
  0.13  9.99999997E-07 -0.0604827113
  0.135  0.630957344 -0.000819175782
  0.135  0.501187234 -0.002106915
  0.135  0.39810717 -0.0027956471
  0.135  0.316227766 -0.00272663645
  0.135  0.251188643 -0.00243141302
  0.135  0.199526231 -0.00262501101
  0.135  0.158489319 -0.00384039896
  0.135  0.125892541 -0.00631366358
  0.135  0.1 -0.0100228941
  0.135  0.0794328234 -0.0147830806
  0.135  0.0630957344 -0.020338746
  0.135  0.0501187233 -0.0264305903
  0.135  0.039810717 -0.0328333665
  0.135  0.0316227766 -0.0393711345
  0.135  0.0251188643 -0.0459179497
  0.135  0.0199526231 -0.0523908444
  0.135  0.0158489319 -0.0587398826
  0.135  0.0125892541 -0.0649381525
  0.135  0.00999999999 -0.0709731403
  0.135  0.00794328234 -0.0768400112
  0.135  0.00630957344 -0.0825367999
  0.135  0.00501187233 -0.088061257
  0.135  0.0039810717 -0.0934090082
  0.135  0.00316227766 -0.0985726826
  0.135  0.00251188643 -0.10354171
  0.135  0.00199526231 -0.108302544
  0.135  0.00158489319 -0.112839138
  0.135  0.00125892541 -0.117133524
  0.135  0.000999999999 -0.121166428
  0.135  0.000794328234 -0.124917845
  0.135  0.000630957344 -0.128367561
  0.135  0.000501187233 -0.131495584
  0.135  0.00039810717 -0.134282505
  0.135  0.000316227766 -0.136709765
  0.135  0.000251188643 -0.138759867
  0.135  0.000199526231 -0.140416509
  0.135  0.000158489319 -0.141664683
  0.135  0.000125892541 -0.142490727
  0.135  9.99999998E-05 -0.142882347
  0.135  7.94328233E-05 -0.142828631
  0.135  6.30957343E-05 -0.142320044
  0.135  5.01187233E-05 -0.141348439
  0.135  3.9810717E-05 -0.139907069
  0.135  3.16227765E-05 -0.137990624
