 # x,                          param                      ex act,                   param/exact                    param_old/exact
  0.85625206009815058       -20427.487499124356       -20420.007747296215        1.0003662952492822       0.99980781639416338     
  0.84149236692324181       -20779.747932078055       -20774.323799460544        1.0002610979144193       0.99980398065676779     
  0.82552598736118177       -20872.571173093485       -20870.184435695119        1.0001143611071441       0.99982509536143338     
  0.80831767254945863       -20740.302521957819       -20741.401588681634       0.99994701097131189       0.99986234490347969     
  0.78984417975813070       -20415.458402546843       -20419.845923134410       0.99978513449102002       0.99990788020067745     
  0.77009667666098203       -19928.621481280723       -19935.452501826891       0.99965734309037924       0.99995491672112835     
  0.74908306287753579       -19308.310788054539       -19316.219011171052       0.99959059155873420       0.99999791693688367     
  0.72683007227673135       -18580.852338789926       -18588.197223202336       0.99960486300396889        1.0000327667805571     
  0.70338500347182864       -17770.281470915339       -17775.479077302825       0.99970759683241828        1.0000568855974941     
  0.67881691979475667       -16898.306638608847       -16900.179558570249       0.99988917751110795        1.0000692317875290     
  0.65321716721887002       -15984.353882099171       -15982.419362289234        1.0001210404861796        1.0000701876700318     
  0.62669908166673238       -15045.692478683903       -15040.311071874588        1.0003577989034667        1.0000613280091795     
  0.59939679670925694       -14097.619791866673       -14089.953129944241        1.0005441225993958        1.0000450955547473     
  0.57146311740838163       -13153.664250253223       -13145.436135383126        1.0006259293936965        1.0000244213404381     
  0.54306649202221213       -12225.757389207754       -12218.865857337632        1.0005640074905957        1.0000023349880052     
  0.51438718416599893       -11324.333860608971       -11320.406763118470        1.0003469042740845       0.99998160970369088     
  0.48561281583400140       -10458.341550472311       -10458.348811642079       0.99999930570591022       0.99996447856618309     
  0.45693350797778831       -9635.1754433240530       -9639.1988354262467       0.99958260098469942       0.99995244536228434     
  0.42853688259161887       -8860.5775692837378       -8867.7961550277960       0.99918597748325944       0.99994619802490770     
  0.40060320329074317       -8138.5605652705008       -8147.4503209436680       0.99890889108580194       0.99994561916979841     
  0.37330091833326806       -7471.4083530799408       -7480.0972601670364       0.99883839650944573       0.99994987883548969     
  0.34678283278113042       -6859.7859005580431       -6866.4688049640354       0.99902673344978121       0.99995759012235474     
  0.32118308020524367       -6302.9592115547748       -6306.2697420934164       0.99947504139942756       0.99996700802054905     
  0.29661499652817136       -5799.0975601383416       -5798.3562163505612        1.0001278541297083       0.99997625313376048     
  0.27316992772326903       -5345.6116809077994       -5340.9095519508537        1.0008803985372170       0.99998354292147484     
  0.25091693712246455       -4939.4782353014652       -4931.6002483793491        1.0015974504269085       0.99998741213027964     
  0.22990332333901822       -4577.5108065362983       -4567.7379422719496        1.0021395413633314       0.99998690154111469     
  0.21015582024186943       -4256.5554092713282       -4246.4043556797296        1.0023905056469766       0.99998169194114372     
  0.19168232745054151       -3973.6074005366690       -3964.5675250244685        1.0022801668669130       0.99997216111783938     
  0.17447401263881851       -3725.8614941118885       -3719.1767959406661        1.0017973596142347       0.99995934804398134     
  0.15850763307675839       -3510.7147216514568       -3507.2390829059732        1.0009909899676996       0.99994482093932380     
  0.14374793990184953       -3325.7436913057227       -3325.8776744498464       0.99995971495128855       0.99993046274917241     
  0.13015005092569093       -3168.6741535800093       -3172.3753976349699       0.99883328938381000       0.99991820471824377     
  0.11766170295305871       -3037.3551021130488       -3044.2042527130325       0.99775010149405063       0.99990975111030167     
  0.10622531982185375       -2929.7435531349793       -2939.0437244570758       0.99683564717166140       0.99990634156543257     
   9.5779855630386004E-002  -2843.9011698091426       -2854.7899157244565       0.99618579782164085       0.99990859050736136     
   8.6262392630833878E-002  -2778.0006353672534       -2789.5574788757272       0.99585710507993130       0.99991642711485196     
   7.7609489429375553E-002  -2730.3381188330422       -2741.6760856305855       0.99586458558800339       0.99992913904490532     
   6.9758287358906365E-002  -2699.3479476472421       -2709.6829122377230       0.99618591365661080       0.99994550377039060     
   6.2647391453886966E-002  -2683.6162102853914       -2692.3123519632636       0.99677001010988531       0.99996397764229783     
   5.6217547847426802E-002  -2681.8910061388906       -2688.4839194915944       0.99754772074145392       0.99998290699042192     
   5.0412142212975977E-002  -2693.0881043186014       -2697.2890927976277       0.99844251456388422        1.0000007276038465     
   4.5177544681847662E-002  -2716.2916659220609       -2717.9776522194970       0.99937969089037237        1.0000161267318297     
   4.0463326032364369E-002  -2750.7503371435628       -2749.9439243199704        1.0002932470064065        1.0000281523959000     
   3.6222368339456343E-002  -2795.8694238143094       -2792.7132173540722        1.0011301577407319        1.0000362655354189     
   3.2410891079392302E-002  -2851.2000470722660       -2845.9286419279510        1.0018522618826957        1.0000403393368329     
   2.8988411199722671E-002  -2916.4262090439001       -2909.3384402916431        1.0024362132140070        1.0000406160369946     
   2.5917653106862112E-002  -2991.3506220908512       -2982.7838962273481        1.0028720571659040        1.0000376344240101     
   2.3164422043215286E-002  -3075.8800226170815       -3066.1878606452383        1.0031609811310791        1.0000321416362525     
   2.0697452018431504E-002  -3170.0105362250342       -3159.5439023089239        1.0033127040610075        1.0000250014066492     
   1.8488237379830134E-002  -3273.8135090381038       -3262.9060757054349        1.0033428585069861        1.0000171083822023     
   1.6510855279369165E-002  -3387.4220842936402       -3376.3792867261450        1.0032706033978198        1.0000093152072020     
   1.4741784721595166E-002  -3511.0186904662269       -3500.1102297506814        1.0031166049065610        1.0000023761912211     
   1.3159726547705527E-002  -3644.8235187773885       -3634.2788656604871        1.0029014430390952       0.99999690888736958     
   1.1745427605654979E-002  -3789.0840024927093       -3779.0904082868269        1.0026444443308284       0.99999337294790169     
   1.0481511451270433E-002  -3944.0652648120772       -3934.7677861149568        1.0023629040397071       0.99999206425623466     
   9.3523171951932684E-003  -4110.0414727473535       -4101.5445463226661        1.0020716406535937       0.99999312150382424     
   8.3437475301025438E-003  -4287.2880175095079       -4279.6581689632876        1.0017828172823600       0.99999654204627642     
   7.4431265185685306E-003  -4476.0744343267706       -4469.3437602993627        1.0015059647206366        1.0000022038782657     
   6.6390673727173147E-003  -4676.6579735424257       -4670.8280955790997        1.0012481465478988        1.0000098908654769     
   5.9213501937998674E-003  -4889.2777381068800       -4884.3239830130406        1.0010142150911914        1.0000193188156048     
   5.2808094464293215E-003  -5114.1493085091815       -5110.0249221927761        1.0008071166734418        1.0000301605001183     
   4.7092308047746168E-003  -5351.4597835595359       -5348.1000317499929        1.0006282140927800        1.0000420682670053     
   4.1992569147065277E-003  -5601.3631733675838       -5598.6892224531884        1.0004776030260212        1.0000546934052523     
   3.7443015571034994E-003  -5863.9760887791463       -5861.8985935933906        1.0003544065378454        1.0000677018183144     
   3.3384716653034408E-003  -6139.3736790652101       -6137.7960318340629        1.0002570380675677        1.0000807859374512     
   2.9764966375908316E-003  -6427.5857765881947       -6426.4069930717760        1.0001834280831714        1.0000936730688890     
   2.6536643884601421E-003  -6728.5932133967272       -6727.7104495173771        1.0001312131201208        1.0001061304970302     
   2.3657635960761137E-003  -7042.3242801917449       -7041.6349850770812        1.0000978885040370        1.0001179678466410     
   2.1090316246133627E-003  -7368.6513028803820       -7368.0550239691984        1.0000809275866214        1.0001290371596103     
   1.8801076264710578E-003  -7707.3873160371268       -7706.7871779985862        1.0000778713651590        1.0001392312545898     
   1.6759903587739186E-003  -8058.2828160856952       -8057.5867001093930        1.0000863926138446        1.0001484807581769     
   1.4940002796058754E-003  -8421.0225799666987       -8420.1440315138007        1.0001043388865571        1.0001567503432811     
   1.3317455209689280E-003  -8795.2225375351809       -8794.0814326491000        1.0001297582805913        1.0001640343951046     
   1.1870913667035216E-003  -9180.4266880030118       -9178.9496869419909        1.0001609117721957        1.0001703525511247     
   1.0581328939676231E-003  -9576.1040524628716       -9574.2248697633731        1.0001962751789373        1.0001757451912421     
   9.4317046594935441E-004  -9981.6456559581038       -9979.3051730972220        1.0002345336494158        1.0001802692170723     
   8.4068779102219079E-004  -10396.361533740961       -10393.507780053011        1.0002745707944172        1.0001839940872952     
   7.4933228938778046E-004  -10819.477757333992       -10816.065782382535        1.0003154543454251        1.0001869982372191     
   6.6789753231533513E-004  -11250.133476807454       -11246.125134260483        1.0003564198778796        1.0001893660136838     
   5.9530754136286361E-004  -11687.377976341751       -11682.741638657109        1.0003968535664010        1.0001911849938137     
   5.3060275548203752E-004  -12130.167740680874       -12124.877960828710        1.0004362748944158        1.0001925437732742     
   4.7292749272290186E-004  -12577.363530523051       -12571.400665017400        1.0004743198999491        1.0001935301871896     
   4.2151875044539074E-004  -13027.727465253691       -13021.077271210004        1.0005107253344077        1.0001942298997908     
   3.7569620360248217E-004  -13479.920111720583       -13472.573327257151        1.0005453141196543        1.0001947254492665     
   3.3485327488355388E-004  -13932.497577990227       -13924.449498995680        1.0005779818437437        1.0001950953006880     
   2.9844916339729326E-004  -14383.908611220189       -14375.158662754444        1.0006086853488732        1.0001954138574443     
   2.6600173023292299E-004  -14832.491698941838       -14823.043022986396        1.0006374315949018        1.0001957505757173     
   2.3708114976569951E-004  -15276.472173177790       -15266.331217481897        1.0006642693356660        1.0001961707245408     
   2.1130424506306380E-004  -15713.959316924807       -15703.135447816265        1.0006892807582608        1.0001967349803527     
   1.8832943429223755E-004  -16142.943472617551       -16131.448599920210        1.0007125753540447        1.0001975001821415     
   1.6785222271366220E-004  -16561.293152260612       -16549.141380619709        1.0007342841154969        1.0001985194119554     
   1.4960118174721135E-004  -16966.752148972180       -16953.959451548901        1.0007545551503669        1.0001998425666916     
   1.3333436279328997E-004  -17356.936649730014       -17343.520551107424        1.0007735510551654        1.0002015178377777     
   1.1883609904686058E-004  -17729.332349145581       -17715.311652562155        1.0007914450989293        1.0002035912221234     
   1.0591415352156229E-004  -18081.291564127594       -18066.686093257871        1.0008084200275762        1.0002061079360520     
   9.4397175960526814E-005  -18410.030349315497       -18394.860689337485        1.0008246683807072        1.0002091146783068     
   8.4132435302287841E-005  -18712.625613188564       -18696.912930564227        1.0008403891424584        1.0002126576081645     
   7.4983797941658708E-005  -18986.012234768612       -18969.778076898700        1.0008557906056730        1.0002167859384896     
   6.6829925219458427E-005  -19226.980180851289       -19210.246243995043        1.0008710943443255        1.0002215560495755     
   5.9562666430345204E-005  -19432.171623708189       -19414.959712050419        1.0008865283221313        1.0002270241458537     
   5.3085626189783373E-005  -19598.078059214600       -19580.409820344761        1.0009023426492065        1.0002332609036060     
   4.7312887280930034E-005  -19721.037425359944       -19702.934317662737        1.0009188026212410        1.0002403426953403     
   4.2167872138434488E-005  -19797.231221110094       -19778.714431292290        1.0009361978445126        1.0002483580421864     
   3.7582327944386288E-005  -19822.681625588462       -19803.771956400386        1.0009548518953717        1.0002574135595126     
   3.3495421934911012E-005  -19793.248617552803       -19773.966274111463        1.0009751378744176        1.0002676444643372     
   2.9852934964847990E-005  -19704.627095142750       -19684.991914081074        1.0009974696025976        1.0002791989885311     
   2.6606542671039780E-005  -19552.343995880809       -19532.375284076938        1.0010223391427540        1.0002922667036405     
   2.3713174728626338E-005  -19331.755416905704       -19311.471431604645        1.0010503593873155        1.0003071085874446     
   2.1134443724214803E-005  -19038.043735424610       -19017.462673639628        1.0010822191234539        1.0003239948918132     
   1.8836136088192165E-005  -18666.214729367821       -18645.353890421826        1.0011188223655392        1.0003433202068839     
   1.6787758347663932E-005  -18211.094698233304       -18189.970463233818        1.0011613122210496        1.0003655927373021     
   1.4962132692180108E-005  -17667.327584108243       -17645.955433446783        1.0012111642660591        1.0003914770017057     
   1.3335036496063608E-005  -17029.372092856833       -17007.767324693563        1.0012702883189084        1.0004218194632195     
   1.1884881022294537E-005  -16291.498815462341       -16269.677467517740        1.0013412280598781        1.0004577301060602     
   1.0592425051115981E-005  -15447.787349514594       -15425.760607102626        1.0014279193728590        1.0005011507944293     
   9.4405196386068406E-006  -14492.123420833339       -14469.905000891829        1.0015354917630863        1.0005543398114398     
   8.4138806224692031E-006  -13418.196005218293       -13395.799667218609        1.0016718925749906        1.0006209364354623     
   7.4988858596137405E-006  -12219.494450317292       -12196.931304853493        1.0018499034634081        1.0007069308328234     
   6.6833945076254770E-006  -10889.305597605999       -10866.586273041672        1.0020907508571197        1.0008221610348695     
   5.9565859541625409E-006  -9420.7109044699864       -9397.8446371920418        1.0024331395294035        1.0009846345408528     
   5.3088162586302063E-006  -7806.5835663836588       -7783.5829202303585        1.0029550203793063        1.0012303023450939     
   4.7314902025093575E-006  -6039.5856391803845       -6016.4620466048318        1.0038433870930179        1.0016458846848295     
   4.2169472515667258E-006  -4112.1651614022321       -4088.9274015976721        1.0056830942499688        1.0025028246524499     
   3.7583599175620983E-006  -2016.5532767321870       -1993.2150616579870        1.0117088293797996        1.0053003228406487     
   3.3496431714313317E-006   255.23864350439601        278.70458423823243       0.91580353513748414       0.96076524930024521     
   2.9853737064351894E-006   2711.4218777718111        2734.9609468232798       0.99139327050398662       0.99588229684321716     
   2.6607179803598071E-006   5360.4332316908367        5384.0590028132183       0.99561190337809502       0.99784316582179322     
   2.3713680822617441E-006   8210.9379153518530        8234.6778652894518       0.99711707606223832       0.99854271969984620     
   2.1134845730101716E-006   11271.832420572044        11295.591176317683       0.99789663459178202       0.99891097397154349     
   1.8836455413625974E-006   14552.247398105785        14576.119273501303       0.99836226124748328       0.99912841968061927     
   1.6788011997443668E-006   18061.550534806309        18085.525973229931       0.99867433004386430       0.99927540092976297     
   1.4962334173766507E-006   21809.349430751317        21833.320644467971       0.99890208117642765       0.99938609119063793     
   1.3335196538862915E-006   25805.494476323558        25829.415466540606       0.99907388573124956       0.99947106724127666     
   1.1885008149011545E-006   30060.081729261692        30084.195484329255       0.99919845770580362       0.99952905266641179     
   1.0592526031600254E-006   34583.455791675013        34607.543187450763       0.99930398423126188       0.99958220144609322     
 
 
