# Q =     2.0000
# x  F1Wp(LO) F1Wm(LO) F1Wp(NLO) F1Wm(NLO) F1Wp(NNLO) F1Wm(NNLO) F1Wp(N3LO) F1Wm(N3LO) F1Z(LO) F1Z(NLO) F1Z(NNLO) F1Z(N3LO) F1γ(LO) F1γ(NLO) F1γ(NNLO) F1γ(N3LO)
    9.525741268224E-01    3.340676932879E-04    9.229195801955E-06    5.174797081511E-04    1.591634400563E-05    6.293827075287E-04    2.127644361987E-05    6.969222409840E-04    2.582434517893E-05    1.007524121443E-04    1.566734769918E-04    1.912703973271E-04    2.126389084320E-04    7.474975580043E-05    1.158792521298E-04    1.410438342354E-04    1.562940934371E-04
    9.495497393321E-01    4.055576552464E-04    1.191946533970E-05    6.100803602695E-04    1.999786124936E-05    7.248507037259E-04    2.615503153476E-05    7.859478008761E-04    3.113886868591E-05    1.225805152306E-04    1.851703341323E-04    2.209002746042E-04    2.405545394876E-04    9.078576357452E-05    1.366837244029E-04    1.625296627097E-04    1.763700503872E-04
    9.463433479928E-01    4.920617900697E-04    1.538200577063E-05    7.184778542819E-04    2.509558668070E-05    8.335983652068E-04    3.210361142334E-05    8.847439413689E-04    3.747975151765E-05    1.490703601516E-04    2.186480551558E-04    2.547979412241E-04    2.716994338178E-04    1.102011081989E-04    1.610549778345E-04    1.870258636273E-04    1.986736370085E-04
    9.429454174011E-01    5.966512762464E-04    1.983409494173E-05    8.451808284051E-04    3.145273040507E-05    9.572173129882E-04    3.934268595823E-05    9.940725637418E-04    4.502715487485E-05    1.811976793563E-04    2.579282152913E-04    2.935093906863E-04    3.063628124414E-04    1.336903222443E-04    1.895639646428E-04    2.148983413025E-04    2.233840260443E-04
    9.393460966843E-01    7.230021721522E-04    2.555253242536E-05    9.930517673384E-04    3.936759028430E-05    1.097435090328E-03    4.813411614479E-05    1.114691565203E-03    5.398805802871E-05    2.201366318382E-04    3.039560429395E-04    3.376356655427E-04    3.448427506405E-04    1.620856527841E-04    2.228633161310E-04    2.465454882277E-04    2.506809549247E-04
    9.355352341624E-01    8.755080223526E-04    3.288936711677E-05    1.165346246594E-03    4.920504992271E-05    1.256114359171E-03    5.878771259187E-05    1.247338283422E-03    6.459896016681E-05    2.672984801553E-04    3.578161487916E-04    3.878350884350E-04    3.874423663627E-04    1.963829544116E-04    2.616966970193E-04    2.823983675227E-04    2.807411882397E-04
    9.315023962757E-01    1.059411634476E-03    4.229157678779E-05    1.365753898593E-03    6.141017284486E-05    1.435248503709E-03    7.166854220955E-05    1.392709193305E-03    7.712848511739E-05    3.243773286689E-04    4.207495405953E-04    4.448247147813E-04    4.344648811860E-04    2.377720600879E-04    3.069086568286E-04    3.229201349577E-04    3.137341398964E-04
    9.272368912356E-01    1.280958806349E-03    5.432562225695E-05    1.598440426949E-03    7.652418113305E-05    1.636952735114E-03    8.720492565464E-05    1.551435425523E-03    9.187974901846E-05    3.934040777300E-04    4.941718354261E-04    5.093807342903E-04    4.862073763150E-04    2.876722980270E-04    3.594548439298E-04    3.686044973109E-04    3.498165510470E-04
    9.227277978633E-01    1.547577056439E-03    6.970799048607E-05    1.868089741866E-03    9.520311649810E-05    1.863449670632E-03    1.058970597205E-04    1.724053693437E-03    1.091923095596E-04    4.768098999126E-04    5.796925112284E-04    5.823374979838E-04    5.429530556233E-04    3.477738939216E-04    4.204123918513E-04    4.199729745250E-04    3.891261212948E-04
    9.179640000863E-01    1.868082674157E-03    8.934306449428E-05    2.179944989270E-03    1.182394801267E-04    2.117048244231E-03    1.283261445244E-04    1.910972254368E-03    1.294434673699E-04    5.775007048784E-04    6.791349514563E-04    6.645847934068E-04    6.049618212835E-04    4.200860683797E-04    4.909902203008E-04    4.775707041415E-04    4.317739966509E-04
    9.129342275597E-01    2.252919647742E-03    1.143699162036E-04    2.539846892880E-03    1.465871302959E-04    2.400114696625E-03    1.551638258317E-04    2.112431595641E-03    1.530486356111E-04    6.989442264544E-04    7.945569274228E-04    7.570629329985E-04    6.724589659775E-04    5.069927068247E-04    5.725389134802E-04    5.419604981147E-04    4.778360289142E-04
    9.076271028638E-01    2.714434228944E-03    1.462199131692E-04    2.954267423601E-03    1.813896775474E-04    2.715034302491E-03    1.871816757203E-04    2.328459632622E-03    1.804604335282E-04    8.452715347174E-04    9.282710306406E-04    8.607551619392E-04    7.456217913791E-04    6.113165395045E-04    6.665597456309E-04    6.137148369887E-04    5.273427392063E-04
    9.020311957024E-01    3.267189035313E-03    1.866873624400E-04    3.430336352484E-03    2.240125495657E-04    3.064162428236E-03    2.252603283427E-04    2.558821338817E-03    2.121660949031E-04    1.021394941778E-03    1.082864409030E-03    9.766768334088E-04    8.245639771087E-04    7.363928181697E-04    7.747123175727E-04    6.934054658985E-04    5.802679442257E-04
    8.961350844877E-01    3.928320647541E-03    2.380157836535E-04    3.975857737477E-03    2.760787936409E-04    3.449763488982E-03    2.703977602393E-04    2.802962902685E-03    2.486827151732E-04    1.233144424933E-03    1.261216974909E-03    1.105860744591E-03    9.093175501366E-04    8.861535076856E-04    8.988201489975E-04    7.815902439488E-04    6.365160387859E-04
    8.899274256375E-01    4.717944601775E-03    3.030028056568E-04    4.599312847462E-03    3.395085348321E-04    3.873936401026E-03    3.237160559926E-04    3.059950725947E-03    2.905497945687E-04    1.487424825245E-03    1.466517037921E-03    1.249337979443E-03    9.998123439085E-04    1.065223018594E-03    1.040873440529E-03    8.787968960475E-04    6.959079734062E-04
    8.833970308389E-01    5.659611471767E-03    3.851271100900E-04    5.309845452491E-03    4.165618029444E-04    4.338525221625E-03    3.864658306406E-04    3.328405846710E-03    3.383184732376E-04    1.792396181415E-03    1.702273072682E-03    1.408113568984E-03    1.095852891722E-03    1.279026482535E-03    1.203028079392E-03    9.855033277266E-04    7.581660220403E-04
    8.765329524348E-01    6.780817345991E-03    4.887012910967E-04    6.117224826064E-03    5.098841711426E-04    4.845013848045E-03    4.600272925519E-04    3.606434688700E-03    3.925368036054E-04    2.157679613331E-03    1.972320060723E-03    1.583136262356E-03    1.197092772463E-03    1.533911507458E-03    1.387599816628E-03    1.102114192741E-03    8.228975030175E-04
    8.693245769743E-01    8.113571390567E-03    6.190549473542E-04    7.031781239251E-03    6.225543037435E-04    5.394403929372E-03    5.459067290146E-04    3.891557403492E-03    4.537303720888E-04    2.594591159775E-03    2.280818553201E-03    1.775261708799E-03    1.303006520780E-03    1.837284233890E-03    1.597052397359E-03    1.228933454327E-03    8.895776959641E-04
    8.617617268275E-01    9.695022308982E-03    7.827527498435E-04    8.064308211907E-03    7.581320819249E-04    5.987075544119E-03    6.457269889446E-04    4.180635480600E-03    5.223775750765E-04    3.116405880652E-03    2.632244291566E-03    1.985208389466E-03    1.412859329651E-03    2.197760336520E-03    1.833978285763E-03    1.366132758089E-03    9.575322882207E-04
    8.538347696026E-01    1.156814432401E-02    9.878526084488E-04    9.225925364950E-03    9.207054576696E-04    6.622630728745E-03    7.612103335382E-04    4.469800741406E-03    5.988788823007E-04    3.738654333849E-03    3.031365907869E-03    2.213505716898E-03    1.525674912006E-03    2.625331366529E-03    2.101070502258E-03    1.513715541486E-03    1.025919784586E-03
    8.455347349165E-01    1.378248177993E-02    1.244209357639E-03    1.052789544088E-02    1.114933575959E-03    7.299720617878E-03    8.941518406729E-04    4.754388292402E-03    6.835194946624E-04    4.479453207038E-03    3.483207918621E-03    2.460433847488E-03    1.640202048976E-03    3.131546498960E-03    2.401083993191E-03    1.671476945118E-03    1.093714421478E-03
    8.368534378594E-01    1.639494956580E-02    1.563829553699E-03    1.198138898561E-02    1.346083006399E-03    8.015857781734E-03    1.046381400682E-03    5.028876471328E-03    7.764249338683E-04    5.359871401402E-03    3.992995944275E-03    2.725954936680E-03    1.754880533822E-03    3.729709327332E-03    2.736784896380E-03    1.838959766888E-03    1.159690237041E-03
    8.277836082661E-01    1.947068427705E-02    1.961282973781E-03    1.359719037845E-02    1.620053149001E-03    8.767216317328E-03    1.219712251918E-03    5.286837250221E-03    8.775092978999E-04    6.404332204446E-03    4.566080853381E-03    3.009635815510E-03    1.867807418538E-03    4.435088827820E-03    3.110886064485E-03    2.015406912367E-03    1.222407057125E-03
    8.183190246549E-01    2.308393835776E-02    2.454176174015E-03    1.538533958242E-02    1.943386061861E-03    9.548424656669E-03    1.415874139642E-03    5.520908706538E-03    9.864170265855E-04    7.641051330020E-03    5.207838425214E-03    3.310562817442E-03    1.976707257022E-03    5.265142993251E-03    3.525967314392E-03    2.199711339120E-03    1.280201031144E-03
    8.084546514385E-01    2.731900636111E-02    3.063692932693E-03    1.735470628064E-02    2.323255258720E-03    1.035236718674E-02    1.636430451785E-03    5.722856337814E-03    1.102465804252E-03    9.102509509549E-03    5.923541531153E-03    3.627253200039E-03    2.078928640730E-03    6.239752900479E-03    3.984379341857E-03    2.390367039624E-03    1.331194987112E-03
    7.981867777396E-01    3.227116986237E-02    3.815205623777E-03    1.951248112768E-02    2.767425682246E-03    1.116990999225E-02    1.882667458108E-03    5.883210201717E-03    1.224533463332E-03    1.082595727823E-02    6.718197481989E-03    3.957534051530E-03    2.171296234229E-03    7.381464332845E-03    4.488127460358E-03    2.585401596433E-03    1.373211465656E-03
    7.875131558775E-01    3.804764171217E-02    4.738960010295E-03    2.186361360415E-02    3.284181054385E-03    1.198979889476E-02    2.155480927130E-03    5.991858686397E-03    1.351042040377E-03    1.285394732687E-02    7.596357717267E-03    4.298470409151E-03    2.250277740592E-03    8.715732671558E-03    5.038741493355E-03    2.782346866511E-03    1.403903739870E-03
    7.764331373334E-01    4.476849054137E-02    5.870834688399E-03    2.441015595032E-02    3.882206233984E-03    1.279841434338E-02    2.455224098380E-03    6.037745307807E-03    1.479838244610E-03    1.523488939695E-02    8.561883413232E-03    4.646237233693E-03    2.311850847243E-03    1.027116672511E-02    5.637122124535E-03    2.978175730036E-03    1.420681860077E-03
    7.649478037638E-01    5.256751908782E-02    7.253173748090E-03    2.715054771371E-02    4.570419677090E-03    1.357963334385E-02    2.781543129026E-03    6.009052922575E-03    1.608122019559E-03    1.802361957541E-02    9.617675234127E-03    4.996017861522E-03    2.351530071301E-03    1.207976536076E-02    6.283371111473E-03    3.169261970278E-03    1.420749755651E-03
    7.530600904213E-01    6.159306887392E-02    8.935688799922E-03    3.007883665723E-02    5.357746485577E-03    1.431471554085E-02    3.133191181181E-03    5.893339199859E-03    1.732368600321E-03    2.128197465192E-02    1.076536242407E-02    5.341901470973E-03    2.364376915342E-03    1.417714041082E-02    6.976603908050E-03    3.351344416688E-03    1.401131264120E-03
    7.407748991822E-01    7.200872037385E-02    1.097642328648E-02    3.318384933430E-02    6.252824355787E-03    1.498223893144E-02    3.507825079441E-03    5.677709167236E-03    1.848256721519E-03    2.507936001958E-02    1.200495222482E-02    5.676788429106E-03    2.345023044846E-03    1.660271836913E-02    7.714747261738E-03    3.519501278263E-03    1.358704885523E-03
    7.280991982662E-01    8.399385602715E-02    1.344276849463E-02    3.644832713366E-02    7.263635448953E-03    1.555809624042E-02    3.901788318818E-03    5.349025527986E-03    1.950607236172E-03    2.949329778174E-02    1.333444158612E-02    5.992308115752E-03    2.287708268014E-03    1.939991278181E-02    8.494324968787E-03    3.668137385505E-03    1.290247682349E-03
    7.150421057010E-01    9.774405271832E-02    1.641251690265E-02    3.984804805343E-02    8.397058695696E-03    1.601556240008E-02    4.309885701451E-03    4.894155418369E-03    2.033336748547E-03    3.460994010795E-02    1.474939497699E-02    6.278754206069E-03    2.186334636715E-03    2.261625884827E-02    9.310236070462E-03    3.790987020640E-03    1.192488311741E-03
    7.016149536154E-01    1.134712710280E-01    1.997493462991E-02    4.335095873051E-02    9.658339174852E-03    1.632544205087E-02    4.725156367393E-03    4.300249741930E-03    2.089430950777E-03    4.052453163920E-02    1.624249412874E-02    6.525042500405E-03    2.034537284610E-03    2.630350168043E-02    1.015553087069E-02    3.881134765740E-03    1.062168614238E-03
    6.878313305828E-01    1.314038109377E-01    2.423183102524E-02    4.691634516151E-02    1.105047399659E-02    1.645630393494E-02    5.138653419463E-03    3.555049212712E-03    2.110942261390E-03    4.734180403753E-02    1.780306770516E-02    6.718696329392E-03    1.825772004082E-03    3.051762999635E-02    1.102119121292E-02    3.931056427106E-03    8.961127246149E-04
    6.737070994545E-01    1.517860079537E-01    2.929860010070E-02    5.049407372559E-02    1.257351752886E-02    1.637480620371E-02    5.539239569616E-03    2.647209073171E-03    2.089015947707E-03    5.517628576748E-02    1.941661107653E-02    6.845864191014E-03    1.553418782931E-03    3.531884781481E-02    1.189592238292E-02    3.932681527132E-03    6.913021541684E-04
